               8        8.2        8.4        8.6        8.8          9        9.2        9.4        9.6        9.8         10       10.2       10.4       10.6       10.8         11       11.2       11.4       11.6       11.8         12       12.2       12.4       12.6       12.8         13       13.2       13.4       13.6       13.8         14       14.2       14.4       14.6       14.8         15

27.000 |      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      0.001
27.200 |      0.003      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      0.005
27.400 |      0.017      0.007      0.003      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      0.028
27.600 |      0.069      0.033      0.015      0.006      0.003      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      0.126
27.800 |      0.226      0.119      0.060      0.029      0.013      0.006      0.002      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      0.456
28.000 |      0.626      0.357      0.197      0.105      0.054      0.026      0.012      0.006      0.002      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      1.388
28.200 |      1.497      0.919      0.549      0.318      0.178      0.096      0.050      0.025      0.012      0.006      0.002      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      3.654
28.400 |      3.172      2.069      1.318      0.818      0.495      0.291      0.166      0.091      0.049      0.025      0.012      0.006      0.003      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |      8.514
28.600 |      6.072      4.164      2.801      1.845      1.188      0.747      0.458      0.273      0.158      0.089      0.048      0.025      0.013      0.006      0.003      0.001      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |     17.893
28.800 |     10.679      7.640      5.378      3.721      2.527      1.682      1.096      0.698      0.434      0.263      0.155      0.088      0.049      0.026      0.014      0.007      0.003      0.001      0.001      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  |     34.461
