               6        6.5          7        7.5          8        8.5          9        9.5         10       10.5         11       11.5         12       12.5         13       13.5         14       14.5         15       15.5

30.700 |    567.531    388.520    265.031    179.557    119.427     78.948     51.234     32.485     20.017     11.915      6.804      3.698      1.896      0.908      0.401      0.162      0.058      0.019      0.005      0.001  |   1728.616
30.750 |    591.385    405.825    277.648    188.775    126.097     83.790     54.716     34.953     21.731     13.073      7.559      4.171      2.177      1.064      0.482      0.200      0.075      0.025      0.007      0.002  |   1813.754
30.800 |    616.055    423.732    290.715    198.334    133.026     88.835     58.357     37.546     23.543     14.307      8.374      4.686      2.487      1.241      0.575      0.245      0.094      0.033      0.010      0.003  |   1902.198
30.850 |    641.568    442.260    304.245    208.245    140.223     94.087     62.161     40.268     25.456     15.621      9.249      5.247      2.830      1.439      0.682      0.298      0.119      0.042      0.013      0.004  |   1994.057
30.900 |    667.953    461.429    318.255    218.517    147.695     99.553     66.132     43.121     27.473     17.016     10.186      5.855      3.207      1.660      0.804      0.360      0.148      0.054      0.018      0.005  |   2089.445
30.950 |    695.240    481.263    332.759    229.163    155.450    105.238     70.276     46.110     29.598     18.496     11.189      6.512      3.620      1.907      0.943      0.433      0.182      0.069      0.024      0.007  |   2188.478
31.000 |    723.458    501.781    347.773    240.194    163.497    111.149     74.595     49.239     31.833     20.062     12.260      7.221      4.071      2.180      1.099      0.516      0.223      0.088      0.031      0.010  |   2291.279
31.050 |    752.641    523.008    363.315    251.622    171.845    117.291     79.096     52.510     34.180     21.717     13.400      7.983      4.562      2.482      1.275      0.612      0.272      0.110      0.040      0.013  |   2397.974
31.100 |    782.820    544.968    379.402    263.461    180.502    123.674     83.784     55.928     36.644     23.464     14.612      8.801      5.094      2.814      1.471      0.721      0.328      0.137      0.052      0.017  |   2508.694
31.150 |    814.031    567.686    396.052    275.723    189.480    130.302     88.663     59.496     39.227     25.306     15.899      9.676      5.670      3.178      1.690      0.845      0.393      0.169      0.066      0.023  |   2623.574
31.200 |    846.308    591.187    413.284    288.423    198.786    137.184     93.740     63.220     41.932     27.244     17.262     10.611      6.292      3.576      1.933      0.985      0.469      0.206      0.083      0.030  |   2742.753
31.250 |    879.689    615.498    431.118    301.574    208.433    144.327     99.019     67.103     44.764     29.283     18.703     11.608      6.961      4.008      2.201      1.142      0.556      0.251      0.103      0.039  |   2866.379
31.300 |    914.211    640.647    449.573    315.192    218.431    151.739    104.508     71.150     47.724     31.424     20.226     12.668      7.679      4.478      2.496      1.318      0.654      0.302      0.128      0.049  |   2994.600
31.350 |    949.914    666.663    468.672    329.292    228.792    159.430    110.212     75.365     50.818     33.670     21.833     13.794      8.448      4.987      2.819      1.514      0.767      0.362      0.158      0.063  |   3127.573
31.400 |    986.840    693.576    488.436    343.891    239.527    167.407    116.137     79.754     54.048     36.025     23.526     14.988      9.271      5.536      3.172      1.731      0.893      0.431      0.193      0.079  |   3265.460
31.450 |   1025.029    721.417    508.887    359.005    250.648    175.679    122.292     84.321     57.419     38.491     25.307     16.252     10.148      6.128      3.557      1.971      1.035      0.510      0.234      0.098  |   3408.429
31.500 |   1064.527    750.218    530.051    374.652    262.169    184.257    128.681     89.071     60.935     41.071     27.179     17.588     11.081      6.763      3.975      2.235      1.194      0.600      0.282      0.122  |   3556.652
31.550 |   1105.379    780.012    551.950    390.850    274.103    193.150    135.314     94.011     64.599     43.769     29.144     18.999     12.074      7.444      4.427      2.525      1.371      0.703      0.337      0.150  |   3710.309
31.600 |   1147.631    810.834    574.612    407.617    286.463    202.369    142.198     99.146     68.416     46.588     31.206     20.486     13.126      8.171      4.916      2.841      1.567      0.818      0.401      0.182  |   3869.587
31.650 |   1191.334    842.719    598.061    424.974    299.264    211.923    149.340    104.482     72.391     49.532     33.366     22.051     14.241      8.948      5.442      3.186      1.783      0.947      0.473      0.221  |   4034.680
31.700 |   1236.536    875.706    622.326    442.941    312.522    221.825    156.749    110.025     76.528     52.604     35.629     23.698     15.421      9.776      6.008      3.560      2.021      1.092      0.556      0.265  |   4205.785
31.750 |   1283.291    909.832    647.435    461.539    326.251    232.085    164.433    115.782     80.832     55.807     37.995     25.427     16.666     10.655      6.614      3.965      2.282      1.252      0.650      0.317  |   4383.112
31.800 |   1331.654    945.137    673.417    480.789    340.468    242.717    172.403    121.759     85.308     59.147     40.470     27.243     17.980     11.589      7.262      4.403      2.567      1.431      0.756      0.376  |   4566.874
31.850 |   1381.679    981.663    700.304    500.715    355.190    253.732    180.666    127.963     89.962     62.626     43.055     29.146     19.364     12.578      7.954      4.874      2.878      1.627      0.875      0.444  |   4757.295
31.900 |   1433.425   1019.453    728.126    521.340    370.434    265.144    189.233    134.403     94.799     66.249     45.754     31.140     20.820     13.625      8.692      5.380      3.215      1.843      1.007      0.520  |   4954.603
