#"redshift 6-7.5"			"redshift 7.5-8.5"			"redshift 8.54-10.1"			"redshift 10-14"
#f070w-f090w	f090w-f115w		f090w-f115w	f115w-f150w		Y-J	J-H		f115w-f150w	f150w-f200w		"y axis"	"x axis"
3.292	3.811		8.285	2.621		11.141	1.739		14.643	0.97899
4.05	3.793		8.903	2.574		11.783	1.9		19.141	1.3659
4.889	7.608		11.277	2.703		14.789	4.238		42.449	14.245
5.331	4.9640		10.321	2.595		14.315	2.849		33.119	5.618
3.549	3.812		8.494	2.624		11.503	1.803		16.261	1.08
5.787	8.139		11.62	2.824		15.401	4.982		48.561	14.618
3.71	3.797		8.618	2.637		11.58	1.826		17.546	1.172
4.366	3.817		9.149	2.527		12.035	1.994		20.601	1.601
4.715	3.898		9.38	2.511		12.344	2.112		23.854	1.891
5.983	8.193		11.665	2.8469		15.492	5.133		49.323	14.71
5.337	5.015		10.349	2.602		14.367	2.882		33.151	6.072
5.339	5.256		10.509	2.614		14.551	3.029		32.509	8.909
5.771	8.136		11.618	2.823		15.396	4.973		48.513	14.612
5.33	4.945		10.313	2.5920		14.3	2.838		33.111	5.46
4.755	3.911		9.413	2.512		12.393	2.131		24.434	1.939
3.312	3.814		8.303	2.621		11.202	1.743		14.775	0.98395
4.941	7.682		11.312	2.712		14.831	4.302		43.154	14.283
5.2429	7.931		11.459	2.758		15.074	4.569		45.854	14.396
5.341	5.145		10.426	2.616		14.471	2.96		32.93	7.491
5.29	4.695		10.176	2.566		13.995	2.686		32.314	4.121
5.341	5.084		10.39	2.611		14.424	2.925		33.059	6.806
5.73	8.123		11.609	2.819		15.376	4.943		48.348	14.592
5.0490	6.489		10.989	2.644		14.704	3.6739		36.088	13.86
3.717	3.797		8.622	2.638		11.583	1.826		17.599	1.174
4.4120	3.825		9.181	2.523		12.074	2.0		20.903	1.638
4.068	3.795		8.917	2.569		11.793	1.901		19.193	1.371
4.59	3.858		9.297	2.514		12.225	2.067		22.417	1.773
3.993	3.791		8.8540	2.587		11.744	1.883		18.95	1.33
3.987	3.793		8.851	2.589		11.742	1.883		18.937	1.329
4.864	3.951		9.511	2.511		12.556	2.19		26.275	2.097
5.029	6.545		11.0	2.646		14.704	3.698		36.355	13.885
3.877	3.794		8.7590	2.617		11.678	1.862		18.607	1.275
4.891	3.964		9.548	2.513		12.62	2.213		26.834	2.159
5.026	4.099		9.777	2.518		12.971	2.351		29.086	2.6
5.267	4.582		10.115	2.556		13.828	2.624		31.829	3.791
5.335	5.38		10.596	2.614		14.629	3.111		32.067	10.424
4.973	6.698		11.029	2.65		14.697	3.755		37.02	13.946
5.335	4.996		10.339	2.599		14.349	2.87		33.149	5.899
4.934	3.992		9.6180	2.514		12.721	2.252		27.639	2.294
3.709	3.797		8.616	2.637		11.579	1.825		17.533	1.169
5.9599	8.187		11.661	2.844		15.48	5.116		49.23	14.7
